id_pagamento,id_conta,id_forma_pagamento,id_banco,data_pagamento,valor_pago,juros,desconto,created_at,updated_at
20,31,1,6,2025-12-20,710.5,8.42,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
21,32,1,10,2025-06-01,529.36,3.68,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
22,34,6,2,2026-03-30,4219.18,16.81,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
23,35,6,4,2025-04-12,268.85,3.71,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
24,39,2,5,2024-12-29,100231.62,597.8,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
25,40,1,8,2024-11-26,970.38,0.0,1.46,2026-07-15 18:28:59,2026-07-15 18:28:59
26,43,5,4,2024-12-02,13572.22,27.09,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
27,44,6,10,2025-08-23,3256.02,0.0,4.89,2026-07-15 18:28:59,2026-07-15 18:28:59
28,45,1,6,2025-09-09,703.82,0.0,0.7,2026-07-15 18:28:59,2026-07-15 18:28:59
29,46,3,2,2026-04-13,3281.24,29.27,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
30,47,1,4,2026-05-12,416.59,2.48,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
31,48,1,5,2024-11-02,15646.42,93.32,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
32,49,4,9,2026-04-03,9519.15,28.47,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
33,51,1,6,2025-03-17,2086.78,30.84,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
34,52,1,2,2025-08-23,5746.22,84.92,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
35,53,1,5,2024-12-20,3830.32,7.65,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
36,55,1,10,2025-07-14,1175.49,8.17,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
37,56,4,6,2025-01-03,195.4,2.89,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
38,59,4,4,2026-06-08,6634.67,13.24,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
39,62,1,6,2025-01-08,981.06,0.0,1.97,2026-07-15 18:28:59,2026-07-15 18:28:59
40,64,6,10,2024-10-29,2250.2,0.0,4.51,2026-07-15 18:28:59,2026-07-15 18:28:59
41,68,1,9,2025-09-23,2627.87,18.27,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
42,69,6,4,2026-01-19,15174.93,15.16,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
43,70,6,5,2025-12-25,9682.38,124.26,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
44,74,1,8,2024-10-14,11890.4,59.16,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
45,75,1,7,2026-07-15,693.9,3.45,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
46,76,2,7,2025-04-11,15670.26,231.58,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
47,78,1,9,2024-10-29,91588.01,273.94,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
48,79,2,9,2026-02-15,11828.96,140.26,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
49,80,2,8,2025-02-10,682.66,8.76,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
50,81,1,4,2025-10-23,361.8,4.64,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
51,82,7,9,2026-02-11,445.62,0.89,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
52,83,2,2,2026-05-12,519.07,0.0,0.26,2026-07-15 18:28:59,2026-07-15 18:28:59
53,87,5,1,2026-01-24,4186.28,0.0,6.29,2026-07-15 18:28:59,2026-07-15 18:28:59
54,89,1,1,2026-01-08,4462.94,0.0,4.47,2026-07-15 18:28:59,2026-07-15 18:28:59
55,90,6,7,2025-06-22,2350.0,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
56,93,2,1,2026-03-28,530.41,4.21,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
57,100,1,2,2025-04-08,908.74,6.32,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
58,101,2,7,2024-11-01,3634.25,32.42,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
59,102,6,8,2025-08-31,14053.77,166.65,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
60,104,4,6,2025-12-05,7708.28,0.0,19.32,2026-07-15 18:28:59,2026-07-15 18:28:59
61,105,4,6,2024-12-21,4515.91,0.0,4.52,2026-07-15 18:28:59,2026-07-15 18:28:59
62,106,5,4,2025-11-23,2989.76,35.45,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
63,107,1,8,2025-06-11,370.28,5.47,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
64,109,2,9,2025-11-04,2092.0,8.33,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
65,110,1,4,2026-01-16,4846.74,43.23,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
66,111,7,8,2024-11-14,4052.95,12.12,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
67,112,2,4,2025-01-15,372.04,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
68,115,6,1,2026-05-08,6704.6,0.0,6.71,2026-07-15 18:28:59,2026-07-15 18:28:59
69,116,6,2,2024-12-20,1613.34,6.43,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
70,117,2,4,2024-10-31,14249.8,155.04,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
71,118,1,7,2025-05-01,4438.45,0.0,2.22,2026-07-15 18:28:59,2026-07-15 18:28:59
72,119,2,10,2025-12-15,27938.69,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
73,121,6,7,2025-12-01,2188.86,23.82,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
74,127,1,10,2025-11-15,2321.34,32.05,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
75,129,1,5,2025-01-25,7608.79,0.0,19.07,2026-07-15 18:28:59,2026-07-15 18:28:59
76,130,6,5,2025-03-05,3560.37,21.23,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
77,131,1,6,2026-02-05,194.92,0.78,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
78,132,6,8,2024-12-31,17237.9,34.41,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
79,133,1,2,2025-05-25,971.71,0.0,1.46,2026-07-15 18:28:59,2026-07-15 18:28:59
80,134,6,9,2024-10-26,572.27,5.67,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
81,136,5,8,2025-11-24,69534.25,824.52,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
82,137,4,5,2026-03-20,1372.15,0.0,0.69,2026-07-15 18:28:59,2026-07-15 18:28:59
83,138,1,3,2025-10-21,3071.92,36.43,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
84,139,6,8,2024-11-20,2562.22,27.88,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
85,143,7,7,2025-11-21,271.95,2.16,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
86,146,5,3,2025-05-03,4532.55,53.75,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
87,147,4,8,2026-02-08,884.72,0.88,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
88,148,7,5,2025-08-20,3624.55,25.2,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
89,150,1,10,2025-12-10,4753.98,70.26,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
90,153,2,7,2026-01-23,3299.61,35.9,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
91,154,1,2,2025-02-23,716.25,1.43,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
92,155,1,4,2026-07-11,331.44,1.65,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
93,158,1,4,2025-09-28,370.69,4.4,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
94,159,1,7,2026-05-28,3750.69,7.49,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
95,161,1,4,2026-03-12,3766.73,55.67,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
96,162,6,1,2026-02-28,3313.32,0.0,4.98,2026-07-15 18:28:59,2026-07-15 18:28:59
97,167,1,9,2025-10-25,777.98,3.87,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
98,168,1,6,2024-12-20,122.77,0.25,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
99,169,1,4,2025-09-19,2885.64,28.57,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
100,170,4,2,2025-02-25,9560.69,0.0,4.78,2026-07-15 18:28:59,2026-07-15 18:28:59
101,174,2,6,2025-06-16,49326.93,633.02,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
102,177,5,4,2025-12-08,8123.57,16.21,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
103,179,1,9,2026-06-27,700.51,5.56,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
104,182,4,9,2024-10-22,1884.31,0.0,1.89,2026-07-15 18:28:59,2026-07-15 18:28:59
105,183,2,9,2025-03-18,1131.35,6.75,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
106,184,6,2,2026-05-03,6157.28,54.92,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
107,185,4,3,2024-12-27,668.43,0.0,1.34,2026-07-15 18:28:59,2026-07-15 18:28:59
108,188,1,4,2026-04-24,11145.66,164.71,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
109,191,4,9,2026-03-19,65389.21,454.54,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
110,193,1,2,2025-11-26,690.37,0.0,0.69,2026-07-15 18:28:59,2026-07-15 18:28:59
111,194,2,9,2025-05-03,13625.11,13.61,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
112,196,2,5,2025-08-01,785.78,0.0,0.39,2026-07-15 18:28:59,2026-07-15 18:28:59
113,198,2,1,2025-04-10,2512.29,7.51,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
114,199,2,6,2024-11-09,945.85,0.0,1.42,2026-07-15 18:28:59,2026-07-15 18:28:59
115,200,1,3,2025-10-22,3740.22,44.35,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
116,201,7,7,2025-02-21,2124.06,31.39,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
117,202,7,7,2025-01-17,3364.11,0.0,8.43,2026-07-15 18:28:59,2026-07-15 18:28:59
118,203,1,1,2025-12-20,24431.33,48.77,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
119,205,2,3,2024-12-30,1939.64,19.2,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
120,206,6,6,2026-07-03,5673.97,39.44,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
121,207,1,6,2025-05-14,3838.0,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
122,208,1,7,2024-10-28,826.94,5.75,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
123,209,1,6,2024-11-28,8727.6,77.85,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
124,210,4,2,2025-08-20,410.43,4.87,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
125,211,1,2,2025-08-02,564.55,5.59,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
126,212,1,3,2024-11-10,278.65,1.11,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
127,213,2,2,2024-12-11,12386.94,0.0,24.82,2026-07-15 18:28:59,2026-07-15 18:28:59
128,215,1,6,2025-09-20,503.97,5.98,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
129,216,1,10,2025-04-14,2252.84,11.21,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
130,218,2,10,2026-06-16,3259.09,41.82,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
131,219,1,4,2026-05-24,1621.08,17.64,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
132,222,1,7,2024-10-18,645.12,7.02,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
133,223,1,2,2025-10-30,2546.26,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
134,225,4,7,2024-12-17,1336.87,0.0,2.01,2026-07-15 18:28:59,2026-07-15 18:28:59
135,227,2,2,2025-07-11,2452.2,4.89,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
136,228,1,4,2026-03-10,7982.52,102.44,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
137,231,1,3,2026-02-10,3547.95,48.99,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
138,232,2,1,2025-04-14,1947.19,0.0,2.93,2026-07-15 18:28:59,2026-07-15 18:28:59
139,233,2,8,2025-04-04,981.64,12.6,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
140,235,6,9,2024-11-08,85778.06,426.76,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
141,236,4,1,2026-04-02,13331.43,13.32,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
142,237,1,2,2025-02-10,9137.33,45.46,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
143,239,1,1,2026-04-30,450.68,3.13,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
144,240,1,1,2025-08-21,754.38,11.15,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
145,241,6,3,2026-02-28,12147.25,60.43,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
146,242,1,8,2025-10-23,171.04,0.0,0.26,2026-07-15 18:28:59,2026-07-15 18:28:59
147,244,7,2,2025-04-17,4234.06,58.46,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
148,245,1,8,2025-11-08,563.28,0.0,0.56,2026-07-15 18:28:59,2026-07-15 18:28:59
149,246,2,5,2025-05-16,1964.22,1.96,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
150,247,6,2,2025-01-03,957.58,0.0,0.48,2026-07-15 18:28:59,2026-07-15 18:28:59
151,248,6,9,2025-06-11,5644.54,0.0,8.48,2026-07-15 18:28:59,2026-07-15 18:28:59
152,249,1,1,2024-10-16,318.91,1.9,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
153,250,6,6,2024-10-04,408.33,3.64,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
154,252,2,8,2026-06-07,815.25,3.25,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
155,253,2,9,2026-06-23,12282.52,181.52,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
156,254,1,4,2025-08-22,5785.66,68.6,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
157,255,6,6,2025-06-13,2756.19,0.0,2.76,2026-07-15 18:28:59,2026-07-15 18:28:59
158,257,1,7,2025-01-02,4287.23,0.0,2.14,2026-07-15 18:28:59,2026-07-15 18:28:59
159,258,5,2,2024-11-03,2223.75,0.0,2.23,2026-07-15 18:28:59,2026-07-15 18:28:59
160,260,1,7,2026-04-29,95784.43,0.0,47.92,2026-07-15 18:28:59,2026-07-15 18:28:59
161,261,1,7,2026-06-28,15403.84,212.68,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
162,262,1,8,2025-07-10,804.66,4.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
163,263,6,10,2025-07-16,512.5,7.57,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
164,264,2,2,2024-09-29,2620.65,28.51,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
165,265,1,2,2024-12-13,564.84,0.0,1.13,2026-07-15 18:28:59,2026-07-15 18:28:59
166,267,6,2,2025-04-24,257.43,2.04,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
167,271,1,3,2025-03-08,377.6,0.0,0.76,2026-07-15 18:28:59,2026-07-15 18:28:59
168,274,3,10,2026-05-19,54582.16,0.0,27.3,2026-07-15 18:28:59,2026-07-15 18:28:59
169,275,1,9,2025-11-30,391.56,1.17,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
170,277,2,5,2024-11-25,682.98,6.09,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
171,279,2,1,2025-10-25,16697.86,132.52,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
172,280,1,10,2024-10-09,2989.16,0.0,2.99,2026-07-15 18:28:59,2026-07-15 18:28:59
173,281,2,5,2025-09-13,15267.22,0.0,7.64,2026-07-15 18:28:59,2026-07-15 18:28:59
174,282,2,1,2025-08-07,2874.92,17.15,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
175,284,2,6,2026-03-11,317.4,0.0,0.16,2026-07-15 18:28:59,2026-07-15 18:28:59
176,285,1,4,2024-10-19,948.95,0.0,1.9,2026-07-15 18:28:59,2026-07-15 18:28:59
177,288,6,7,2025-07-15,37137.13,0.0,74.42,2026-07-15 18:28:59,2026-07-15 18:28:59
178,289,4,5,2025-03-22,14828.71,14.81,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
179,291,1,6,2025-07-07,605.03,0.0,0.61,2026-07-15 18:28:59,2026-07-15 18:28:59
180,292,6,2,2024-10-27,3237.82,38.39,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
181,293,7,2,2025-08-10,439.37,3.49,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
182,294,6,3,2026-05-29,2998.81,0.0,1.5,2026-07-15 18:28:59,2026-07-15 18:28:59
183,297,6,10,2024-12-18,13011.07,25.97,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
184,298,6,1,2024-11-25,4919.59,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
185,299,1,1,2024-11-25,688.3,0.0,1.73,2026-07-15 18:28:59,2026-07-15 18:28:59
186,300,5,1,2024-10-24,669.45,3.33,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
187,302,6,1,2025-12-27,2673.05,21.21,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
188,304,1,9,2025-01-25,697.39,1.39,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
189,305,1,3,2024-09-23,3181.9,0.0,3.19,2026-07-15 18:28:59,2026-07-15 18:28:59
190,306,6,5,2024-12-17,321.23,0.0,0.64,2026-07-15 18:28:59,2026-07-15 18:28:59
191,308,1,6,2025-09-26,15856.62,31.65,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
192,309,1,9,2026-02-25,86239.43,769.23,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
193,311,1,4,2025-10-12,4741.56,9.46,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
194,313,1,4,2026-04-05,3873.3,3.87,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
195,316,6,10,2026-06-10,4414.53,13.2,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
196,320,1,5,2025-04-05,246.98,0.74,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
197,321,1,3,2026-01-10,369.54,4.02,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
198,323,1,3,2025-06-30,5163.68,61.23,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
199,327,1,6,2026-02-04,219.66,0.0,0.55,2026-07-15 18:28:59,2026-07-15 18:28:59
200,328,1,10,2025-01-14,4665.14,13.95,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
201,330,1,8,2026-03-26,928.3,2.78,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
202,331,2,9,2025-02-12,1681.36,23.21,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
203,333,2,8,2024-12-25,3271.92,16.28,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
204,335,1,2,2026-05-26,159.11,1.73,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
205,336,1,1,2024-10-10,224.77,2.88,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
206,337,4,7,2025-06-20,11704.6,0.0,23.46,2026-07-15 18:28:59,2026-07-15 18:28:59
207,338,2,9,2025-01-06,6762.55,0.0,16.95,2026-07-15 18:28:59,2026-07-15 18:28:59
208,340,4,9,2025-04-12,310.38,3.68,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
209,341,1,5,2026-06-14,16498.83,16.48,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
210,342,6,7,2025-11-08,18308.12,0.0,27.5,2026-07-15 18:28:59,2026-07-15 18:28:59
211,343,3,2,2026-06-01,3706.53,18.44,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
212,344,4,1,2026-05-17,295.24,0.0,0.3,2026-07-15 18:28:59,2026-07-15 18:28:59
213,345,2,5,2024-12-05,13696.23,54.57,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
214,346,1,6,2025-02-05,19943.71,158.28,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
215,347,2,5,2026-01-21,3380.14,13.47,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
216,348,2,7,2024-09-26,410.38,0.41,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
217,349,4,9,2025-07-02,1608.05,11.18,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
218,350,2,8,2026-02-18,871.79,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
219,351,2,1,2026-03-04,64841.27,258.33,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
220,352,1,5,2025-06-26,4677.18,0.0,11.72,2026-07-15 18:28:59,2026-07-15 18:28:59
221,353,2,4,2026-06-06,645.11,0.64,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
222,355,2,1,2025-03-25,777.31,9.98,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
223,357,2,7,2025-07-17,2244.86,11.17,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
224,358,4,8,2025-08-31,58077.26,518.03,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
225,359,2,6,2026-02-27,1905.84,20.74,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
226,361,4,4,2024-09-13,12489.52,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
227,366,2,3,2024-10-25,2502.77,9.97,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
228,368,2,1,2025-10-10,3190.09,47.14,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
229,370,6,4,2025-10-12,4254.47,0.0,6.39,2026-07-15 18:28:59,2026-07-15 18:28:59
230,371,4,2,2025-11-28,3266.53,6.52,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
231,373,6,7,2026-01-23,108.73,0.22,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
232,374,1,7,2026-04-08,979.11,0.0,0.49,2026-07-15 18:28:59,2026-07-15 18:28:59
233,375,7,4,2025-03-18,18349.94,36.63,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
234,377,6,6,2025-06-17,232.99,3.22,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
235,378,2,3,2025-01-05,4391.17,0.0,6.6,2026-07-15 18:28:59,2026-07-15 18:28:59
236,380,2,2,2024-11-09,10260.52,151.63,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
237,381,2,6,2025-03-07,1000.28,6.95,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
238,386,1,9,2024-12-27,181.02,0.36,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
239,389,6,3,2026-05-07,542.45,0.0,1.36,2026-07-15 18:28:59,2026-07-15 18:28:59
240,390,5,5,2025-10-29,1306.38,0.0,1.31,2026-07-15 18:28:59,2026-07-15 18:28:59
241,391,1,8,2025-09-09,196.67,0.39,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
242,393,2,10,2026-01-02,963.03,10.48,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
243,395,1,4,2025-07-19,816.97,9.69,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
244,396,2,4,2024-12-27,3723.12,0.0,3.73,2026-07-15 18:28:59,2026-07-15 18:28:59
245,398,4,8,2026-02-17,330.36,2.95,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
246,399,2,7,2025-06-12,59038.85,700.07,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
247,400,2,7,2025-01-21,10486.48,93.54,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
248,401,2,2,2026-02-06,705.9,7.68,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
249,402,2,1,2025-08-22,3630.01,43.04,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
250,403,5,2,2025-01-30,559.61,0.0,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
251,404,2,10,2024-11-30,521.93,5.17,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
252,405,6,3,2025-05-18,194.48,0.39,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
253,406,5,3,2025-01-31,808.26,2.42,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
254,407,2,8,2026-05-19,2840.7,30.91,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
255,408,1,2,2026-01-30,198.83,0.4,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
256,409,4,9,2025-03-26,602.95,0.0,0.91,2026-07-15 18:28:59,2026-07-15 18:28:59
257,410,1,3,2024-10-27,2587.49,5.16,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
258,411,6,10,2025-10-08,294.79,1.47,0.0,2026-07-15 18:28:59,2026-07-15 18:28:59
259,412,1,2,2025-07-03,13033.76,0.0,19.58,2026-07-15 18:28:59,2026-07-15 18:28:59
